algorithm,machine,size,variant,metric,value
aead,zen5,64,intel-one-shot-seal,core_cycles_per_byte,11.77079594
aead,zen5,64,intel-one-shot-seal,instructions_per_byte,15.29689719
aead,zen5,64,intel-one-shot-seal,tsc_ticks_per_byte,7.06639375
aead,zen5,64,intel-one-shot-open,core_cycles_per_byte,12.15985844
aead,zen5,64,intel-one-shot-open,instructions_per_byte,17.03127125
aead,zen5,64,intel-one-shot-open,tsc_ticks_per_byte,7.24951500
aead,zen5,64,boringssl-stitched-seal,core_cycles_per_byte,12.17527531
aead,zen5,64,boringssl-stitched-seal,instructions_per_byte,19.20314781
aead,zen5,64,boringssl-stitched-seal,tsc_ticks_per_byte,7.29769625
aead,zen5,64,boringssl-stitched-open,core_cycles_per_byte,12.64944844
aead,zen5,64,boringssl-stitched-open,instructions_per_byte,20.75002219
aead,zen5,64,boringssl-stitched-open,tsc_ticks_per_byte,7.58005625
aead,zen5,64,openssl-evp-seal,core_cycles_per_byte,21.61408031
aead,zen5,64,openssl-evp-seal,instructions_per_byte,40.25002438
aead,zen5,64,openssl-evp-seal,tsc_ticks_per_byte,12.81913750
aead,zen5,64,openssl-evp-open,core_cycles_per_byte,23.54150875
aead,zen5,64,openssl-evp-open,instructions_per_byte,40.64065188
aead,zen5,64,openssl-evp-open,tsc_ticks_per_byte,14.01278125
aead,zen5,64,ahead-fused-seal,core_cycles_per_byte,11.36833594
aead,zen5,64,ahead-fused-seal,instructions_per_byte,16.87502000
aead,zen5,64,ahead-fused-seal,tsc_ticks_per_byte,6.74601687
aead,zen5,64,ahead-fused-open,core_cycles_per_byte,11.47601750
aead,zen5,64,ahead-fused-open,instructions_per_byte,18.10939500
aead,zen5,64,ahead-fused-open,tsc_ticks_per_byte,6.83232875
aead,zen5,64,intel-direct-seal,core_cycles_per_byte,18.12895938
aead,zen5,64,intel-direct-seal,instructions_per_byte,22.87502625
aead,zen5,64,intel-direct-seal,tsc_ticks_per_byte,10.78472688
aead,zen5,64,intel-direct-open,core_cycles_per_byte,20.44731844
aead,zen5,64,intel-direct-open,instructions_per_byte,24.76565250
aead,zen5,64,intel-direct-open,tsc_ticks_per_byte,12.19608000
aead,zen5,128,intel-one-shot-seal,core_cycles_per_byte,6.33334344
aead,zen5,128,intel-one-shot-seal,instructions_per_byte,9.03126031
aead,zen5,128,intel-one-shot-seal,tsc_ticks_per_byte,3.77204750
aead,zen5,128,intel-one-shot-open,core_cycles_per_byte,6.51445750
aead,zen5,128,intel-one-shot-open,instructions_per_byte,9.90626062
aead,zen5,128,intel-one-shot-open,tsc_ticks_per_byte,3.88093875
aead,zen5,128,boringssl-stitched-seal,core_cycles_per_byte,6.55920047
aead,zen5,128,boringssl-stitched-seal,instructions_per_byte,11.11719922
aead,zen5,128,boringssl-stitched-seal,tsc_ticks_per_byte,3.92141344
aead,zen5,128,boringssl-stitched-open,core_cycles_per_byte,6.74754344
aead,zen5,128,boringssl-stitched-open,instructions_per_byte,11.89063500
aead,zen5,128,boringssl-stitched-open,tsc_ticks_per_byte,4.00319563
aead,zen5,128,openssl-evp-seal,core_cycles_per_byte,11.00789578
aead,zen5,128,openssl-evp-seal,instructions_per_byte,20.88282531
aead,zen5,128,openssl-evp-seal,tsc_ticks_per_byte,6.57183719
aead,zen5,128,openssl-evp-open,core_cycles_per_byte,12.27333594
aead,zen5,128,openssl-evp-open,instructions_per_byte,21.07813937
aead,zen5,128,openssl-evp-open,tsc_ticks_per_byte,7.27957750
aead,zen5,128,ahead-fused-seal,core_cycles_per_byte,6.21415938
aead,zen5,128,ahead-fused-seal,instructions_per_byte,10.02344812
aead,zen5,128,ahead-fused-seal,tsc_ticks_per_byte,3.69562781
aead,zen5,128,ahead-fused-open,core_cycles_per_byte,6.20497547
aead,zen5,128,ahead-fused-open,instructions_per_byte,10.64063500
aead,zen5,128,ahead-fused-open,tsc_ticks_per_byte,3.68672688
aead,zen5,128,intel-direct-seal,core_cycles_per_byte,9.45338750
aead,zen5,128,intel-direct-seal,instructions_per_byte,12.82813703
aead,zen5,128,intel-direct-seal,tsc_ticks_per_byte,5.65274937
aead,zen5,128,intel-direct-open,core_cycles_per_byte,10.09805797
aead,zen5,128,intel-direct-open,instructions_per_byte,13.77345156
aead,zen5,128,intel-direct-open,tsc_ticks_per_byte,6.04766094
aead,zen5,256,intel-one-shot-seal,core_cycles_per_byte,3.32522211
aead,zen5,256,intel-one-shot-seal,instructions_per_byte,5.92578664
aead,zen5,256,intel-one-shot-seal,tsc_ticks_per_byte,1.98538641
aead,zen5,256,intel-one-shot-open,core_cycles_per_byte,3.61548656
aead,zen5,256,intel-one-shot-open,instructions_per_byte,6.38672398
