algorithm,machine,size,variant,metric,value
aead,zen5,64,intel-one-shot-seal,core_cycles_per_byte,11.64605844
aead,zen5,64,intel-one-shot-seal,instructions_per_byte,15.29689313
aead,zen5,64,intel-one-shot-seal,tsc_ticks_per_byte,6.94204062
aead,zen5,64,intel-one-shot-open,core_cycles_per_byte,12.14634375
aead,zen5,64,intel-one-shot-open,instructions_per_byte,17.03126781
aead,zen5,64,intel-one-shot-open,tsc_ticks_per_byte,7.23926938
aead,zen5,64,boringssl-stitched-seal,core_cycles_per_byte,12.16424969
aead,zen5,64,boringssl-stitched-seal,instructions_per_byte,19.20314344
aead,zen5,64,boringssl-stitched-seal,tsc_ticks_per_byte,7.25794062
aead,zen5,64,boringssl-stitched-open,core_cycles_per_byte,12.60922875
aead,zen5,64,boringssl-stitched-open,instructions_per_byte,20.75001813
aead,zen5,64,boringssl-stitched-open,tsc_ticks_per_byte,7.57864250
aead,zen5,64,ahead-fused-seal,core_cycles_per_byte,11.07694250
aead,zen5,64,ahead-fused-seal,instructions_per_byte,16.87501813
aead,zen5,64,ahead-fused-seal,tsc_ticks_per_byte,6.60446312
aead,zen5,64,ahead-fused-open,core_cycles_per_byte,11.26106563
aead,zen5,64,ahead-fused-open,instructions_per_byte,18.10939281
aead,zen5,64,ahead-fused-open,tsc_ticks_per_byte,6.70665938
aead,zen5,64,intel-direct-seal,core_cycles_per_byte,18.11106812
aead,zen5,64,intel-direct-seal,instructions_per_byte,22.87502125
aead,zen5,64,intel-direct-seal,tsc_ticks_per_byte,10.99668375
aead,zen5,64,intel-direct-open,core_cycles_per_byte,20.45520656
aead,zen5,64,intel-direct-open,instructions_per_byte,24.76564844
aead,zen5,64,intel-direct-open,tsc_ticks_per_byte,12.23958125
aead,zen5,128,intel-one-shot-seal,core_cycles_per_byte,6.28345828
aead,zen5,128,intel-one-shot-seal,instructions_per_byte,9.03125891
aead,zen5,128,intel-one-shot-seal,tsc_ticks_per_byte,3.78024156
aead,zen5,128,intel-one-shot-open,core_cycles_per_byte,6.51108891
aead,zen5,128,intel-one-shot-open,instructions_per_byte,9.90626000
aead,zen5,128,intel-one-shot-open,tsc_ticks_per_byte,3.89437750
aead,zen5,128,boringssl-stitched-seal,core_cycles_per_byte,6.54228094
aead,zen5,128,boringssl-stitched-seal,instructions_per_byte,11.11719703
aead,zen5,128,boringssl-stitched-seal,tsc_ticks_per_byte,3.96329781
aead,zen5,128,boringssl-stitched-open,core_cycles_per_byte,6.74181656
aead,zen5,128,boringssl-stitched-open,instructions_per_byte,11.89063437
aead,zen5,128,boringssl-stitched-open,tsc_ticks_per_byte,4.03464750
aead,zen5,128,ahead-fused-seal,core_cycles_per_byte,6.05328109
aead,zen5,128,ahead-fused-seal,instructions_per_byte,10.02344672
aead,zen5,128,ahead-fused-seal,tsc_ticks_per_byte,3.61098156
aead,zen5,128,ahead-fused-open,core_cycles_per_byte,6.16399656
aead,zen5,128,ahead-fused-open,instructions_per_byte,10.64063406
aead,zen5,128,ahead-fused-open,tsc_ticks_per_byte,3.67087500
aead,zen5,128,intel-direct-seal,core_cycles_per_byte,9.41030469
aead,zen5,128,intel-direct-seal,instructions_per_byte,12.82813578
aead,zen5,128,intel-direct-seal,tsc_ticks_per_byte,5.60906937
aead,zen5,128,intel-direct-open,core_cycles_per_byte,10.69163766
aead,zen5,128,intel-direct-open,instructions_per_byte,13.77344906
aead,zen5,128,intel-direct-open,tsc_ticks_per_byte,6.39589844
aead,zen5,256,intel-one-shot-seal,core_cycles_per_byte,3.15703422
aead,zen5,256,intel-one-shot-seal,instructions_per_byte,5.92578602
aead,zen5,256,intel-one-shot-seal,tsc_ticks_per_byte,1.88095781
aead,zen5,256,intel-one-shot-open,core_cycles_per_byte,3.60071555
aead,zen5,256,intel-one-shot-open,instructions_per_byte,6.38672352
aead,zen5,256,intel-one-shot-open,tsc_ticks_per_byte,2.15541219
aead,zen5,256,boringssl-stitched-seal,core_cycles_per_byte,3.77652313
aead,zen5,256,boringssl-stitched-seal,instructions_per_byte,8.61719258
aead,zen5,256,boringssl-stitched-seal,tsc_ticks_per_byte,2.24848203
aead,zen5,256,boringssl-stitched-open,core_cycles_per_byte,3.94864625
aead,zen5,256,boringssl-stitched-open,instructions_per_byte,9.00391344
aead,zen5,256,boringssl-stitched-open,tsc_ticks_per_byte,2.38536594
aead,zen5,256,ahead-fused-seal,core_cycles_per_byte,3.36929250
aead,zen5,256,ahead-fused-seal,instructions_per_byte,8.16797352
aead,zen5,256,ahead-fused-seal,tsc_ticks_per_byte,2.00932469
aead,zen5,256,ahead-fused-open,core_cycles_per_byte,3.42175672
aead,zen5,256,ahead-fused-open,instructions_per_byte,8.47656742
aead,zen5,256,ahead-fused-open,tsc_ticks_per_byte,2.03169281
aead,zen5,256,intel-direct-seal,core_cycles_per_byte,4.69285297
aead,zen5,256,intel-direct-seal,instructions_per_byte,6.55860273
aead,zen5,256,intel-direct-seal,tsc_ticks_per_byte,2.83664672
aead,zen5,256,intel-direct-open,core_cycles_per_byte,5.53675523
aead,zen5,256,intel-direct-open,instructions_per_byte,7.03125547
aead,zen5,256,intel-direct-open,tsc_ticks_per_byte,3.29471187
aead,zen5,512,intel-one-shot-seal,core_cycles_per_byte,1.76809816
