algorithm,machine,size,variant,metric,value
aead,zen4,64,intel-one-shot-seal,core_cycles_per_byte,9.92756000
aead,zen4,64,intel-one-shot-seal,instructions_per_byte,15.29689406
aead,zen4,64,intel-one-shot-seal,tsc_ticks_per_byte,7.36706000
aead,zen4,64,intel-one-shot-open,core_cycles_per_byte,9.82142625
aead,zen4,64,intel-one-shot-open,instructions_per_byte,15.62503438
aead,zen4,64,intel-one-shot-open,tsc_ticks_per_byte,7.43934312
aead,zen4,64,boringssl-stitched-seal,core_cycles_per_byte,9.85319375
aead,zen4,64,boringssl-stitched-seal,instructions_per_byte,19.21877906
aead,zen4,64,boringssl-stitched-seal,tsc_ticks_per_byte,7.38634500
aead,zen4,64,boringssl-stitched-open,core_cycles_per_byte,9.74057437
aead,zen4,64,boringssl-stitched-open,instructions_per_byte,19.32816125
aead,zen4,64,boringssl-stitched-open,tsc_ticks_per_byte,7.87232937
aead,zen4,64,ahead-fused-seal,core_cycles_per_byte,9.32073000
aead,zen4,64,ahead-fused-seal,instructions_per_byte,16.84378656
aead,zen4,64,ahead-fused-seal,tsc_ticks_per_byte,7.92067250
aead,zen4,64,ahead-fused-open,core_cycles_per_byte,9.63814125
aead,zen4,64,ahead-fused-open,instructions_per_byte,16.65628656
aead,zen4,64,ahead-fused-open,tsc_ticks_per_byte,7.28140562
aead,zen4,64,intel-direct-seal,core_cycles_per_byte,13.64413187
aead,zen4,64,intel-direct-seal,instructions_per_byte,22.84379375
aead,zen4,64,intel-direct-seal,tsc_ticks_per_byte,11.74164375
aead,zen4,64,intel-direct-open,core_cycles_per_byte,13.51160500
aead,zen4,64,intel-direct-open,instructions_per_byte,23.28129063
aead,zen4,64,intel-direct-open,tsc_ticks_per_byte,10.38442625
aead,zen4,128,intel-one-shot-seal,core_cycles_per_byte,5.39736250
aead,zen4,128,intel-one-shot-seal,instructions_per_byte,9.03127594
aead,zen4,128,intel-one-shot-seal,tsc_ticks_per_byte,4.14729031
aead,zen4,128,intel-one-shot-open,core_cycles_per_byte,5.39839359
aead,zen4,128,intel-one-shot-open,instructions_per_byte,9.20314047
aead,zen4,128,intel-one-shot-open,tsc_ticks_per_byte,4.05484344
aead,zen4,128,boringssl-stitched-seal,core_cycles_per_byte,5.37045344
aead,zen4,128,boringssl-stitched-seal,instructions_per_byte,11.12502234
aead,zen4,128,boringssl-stitched-seal,tsc_ticks_per_byte,4.45794031
aead,zen4,128,boringssl-stitched-open,core_cycles_per_byte,5.40101203
aead,zen4,128,boringssl-stitched-open,instructions_per_byte,11.17970688
aead,zen4,128,boringssl-stitched-open,tsc_ticks_per_byte,4.15642219
aead,zen4,128,ahead-fused-seal,core_cycles_per_byte,5.31714313
aead,zen4,128,ahead-fused-seal,instructions_per_byte,10.00783453
aead,zen4,128,ahead-fused-seal,tsc_ticks_per_byte,4.32567062
aead,zen4,128,ahead-fused-open,core_cycles_per_byte,5.54395641
aead,zen4,128,ahead-fused-open,instructions_per_byte,9.91408484
aead,zen4,128,ahead-fused-open,tsc_ticks_per_byte,4.92341656
aead,zen4,128,intel-direct-seal,core_cycles_per_byte,7.15219844
aead,zen4,128,intel-direct-seal,instructions_per_byte,12.81252328
aead,zen4,128,intel-direct-seal,tsc_ticks_per_byte,5.59713281
aead,zen4,128,intel-direct-open,core_cycles_per_byte,7.23521734
aead,zen4,128,intel-direct-open,instructions_per_byte,13.03127375
aead,zen4,128,intel-direct-open,tsc_ticks_per_byte,6.05754437
aead,zen4,256,intel-one-shot-seal,core_cycles_per_byte,3.37276398
aead,zen4,256,intel-one-shot-seal,instructions_per_byte,5.92579531
aead,zen4,256,intel-one-shot-seal,tsc_ticks_per_byte,2.88746859
aead,zen4,256,intel-one-shot-open,core_cycles_per_byte,3.49840992
aead,zen4,256,intel-one-shot-open,instructions_per_byte,6.03516648
aead,zen4,256,intel-one-shot-open,tsc_ticks_per_byte,2.88296500
aead,zen4,256,boringssl-stitched-seal,core_cycles_per_byte,3.44288023
aead,zen4,256,boringssl-stitched-seal,instructions_per_byte,8.62110484
aead,zen4,256,boringssl-stitched-seal,tsc_ticks_per_byte,2.78843109
aead,zen4,256,boringssl-stitched-open,core_cycles_per_byte,3.44923898
aead,zen4,256,boringssl-stitched-open,instructions_per_byte,8.64845047
aead,zen4,256,boringssl-stitched-open,tsc_ticks_per_byte,3.21798844
aead,zen4,256,ahead-fused-seal,core_cycles_per_byte,3.17163188
aead,zen4,256,ahead-fused-seal,instructions_per_byte,8.16016898
aead,zen4,256,ahead-fused-seal,tsc_ticks_per_byte,2.48782141
aead,zen4,256,ahead-fused-open,core_cycles_per_byte,3.29340477
aead,zen4,256,ahead-fused-open,instructions_per_byte,8.11329500
aead,zen4,256,ahead-fused-open,tsc_ticks_per_byte,3.15383969
aead,zen4,256,intel-direct-seal,core_cycles_per_byte,3.79040023
aead,zen4,256,intel-direct-seal,instructions_per_byte,6.55079445
aead,zen4,256,intel-direct-seal,tsc_ticks_per_byte,3.26854625
aead,zen4,256,intel-direct-open,core_cycles_per_byte,3.93535156
aead,zen4,256,intel-direct-open,instructions_per_byte,6.66016937
