algorithm,machine,size,variant,metric,value
aead,zen5,64,intel-one-shot-seal,core_cycles_per_byte,11.75831375
aead,zen5,64,intel-one-shot-seal,instructions_per_byte,15.29689594
aead,zen5,64,intel-one-shot-seal,tsc_ticks_per_byte,7.05896750
aead,zen5,64,intel-one-shot-open,core_cycles_per_byte,12.15234594
aead,zen5,64,intel-one-shot-open,instructions_per_byte,17.03127125
aead,zen5,64,intel-one-shot-open,tsc_ticks_per_byte,7.26821063
aead,zen5,64,boringssl-stitched-seal,core_cycles_per_byte,12.17277781
aead,zen5,64,boringssl-stitched-seal,instructions_per_byte,19.20314531
aead,zen5,64,boringssl-stitched-seal,tsc_ticks_per_byte,7.27560438
aead,zen5,64,boringssl-stitched-open,core_cycles_per_byte,12.64353531
aead,zen5,64,boringssl-stitched-open,instructions_per_byte,20.75002031
aead,zen5,64,boringssl-stitched-open,tsc_ticks_per_byte,7.58454937
aead,zen5,64,openssl-evp-seal,core_cycles_per_byte,21.52080188
aead,zen5,64,openssl-evp-seal,instructions_per_byte,40.25002594
aead,zen5,64,openssl-evp-seal,tsc_ticks_per_byte,12.93044187
aead,zen5,64,openssl-evp-open,core_cycles_per_byte,23.47458156
aead,zen5,64,openssl-evp-open,instructions_per_byte,40.64064969
aead,zen5,64,openssl-evp-open,tsc_ticks_per_byte,13.99193250
aead,zen5,64,ahead-fused-seal,core_cycles_per_byte,11.39268688
aead,zen5,64,ahead-fused-seal,instructions_per_byte,16.87501969
aead,zen5,64,ahead-fused-seal,tsc_ticks_per_byte,6.80833562
aead,zen5,64,ahead-fused-open,core_cycles_per_byte,11.43291031
aead,zen5,64,ahead-fused-open,instructions_per_byte,18.10939438
aead,zen5,64,ahead-fused-open,tsc_ticks_per_byte,6.80871750
aead,zen5,64,intel-direct-seal,core_cycles_per_byte,18.07876969
aead,zen5,64,intel-direct-seal,instructions_per_byte,22.87502375
aead,zen5,64,intel-direct-seal,tsc_ticks_per_byte,10.84731375
aead,zen5,64,intel-direct-open,core_cycles_per_byte,20.44242094
aead,zen5,64,intel-direct-open,instructions_per_byte,24.76564906
aead,zen5,64,intel-direct-open,tsc_ticks_per_byte,12.24770625
aead,zen5,128,intel-one-shot-seal,core_cycles_per_byte,6.32461766
aead,zen5,128,intel-one-shot-seal,instructions_per_byte,9.03126062
aead,zen5,128,intel-one-shot-seal,tsc_ticks_per_byte,3.96972875
aead,zen5,128,intel-one-shot-open,core_cycles_per_byte,6.52016141
aead,zen5,128,intel-one-shot-open,instructions_per_byte,9.90626047
aead,zen5,128,intel-one-shot-open,tsc_ticks_per_byte,3.90431844
aead,zen5,128,boringssl-stitched-seal,core_cycles_per_byte,6.54319656
aead,zen5,128,boringssl-stitched-seal,instructions_per_byte,11.11719875
aead,zen5,128,boringssl-stitched-seal,tsc_ticks_per_byte,3.90692656
aead,zen5,128,boringssl-stitched-open,core_cycles_per_byte,6.75450250
aead,zen5,128,boringssl-stitched-open,instructions_per_byte,11.89063594
aead,zen5,128,boringssl-stitched-open,tsc_ticks_per_byte,4.15643313
aead,zen5,128,openssl-evp-seal,core_cycles_per_byte,11.03808703
aead,zen5,128,openssl-evp-seal,instructions_per_byte,20.88282484
aead,zen5,128,openssl-evp-seal,tsc_ticks_per_byte,6.56396406
