algorithm,machine,size,variant,metric,value
aead,zen4,64,intel-one-shot-seal,core_cycles_per_byte,10.17370656
aead,zen4,64,intel-one-shot-seal,instructions_per_byte,15.29691281
aead,zen4,64,intel-one-shot-seal,tsc_ticks_per_byte,7.76017000
aead,zen4,64,intel-one-shot-open,core_cycles_per_byte,9.96705406
aead,zen4,64,intel-one-shot-open,instructions_per_byte,15.62503563
aead,zen4,64,intel-one-shot-open,tsc_ticks_per_byte,7.57677250
aead,zen4,64,boringssl-stitched-seal,core_cycles_per_byte,9.90462094
aead,zen4,64,boringssl-stitched-seal,instructions_per_byte,19.21879344
aead,zen4,64,boringssl-stitched-seal,tsc_ticks_per_byte,9.59868125
aead,zen4,64,boringssl-stitched-open,core_cycles_per_byte,9.77553781
aead,zen4,64,boringssl-stitched-open,instructions_per_byte,19.32816500
aead,zen4,64,boringssl-stitched-open,tsc_ticks_per_byte,7.80270625
aead,zen4,64,openssl-evp-seal,core_cycles_per_byte,28.20197312
aead,zen4,64,openssl-evp-seal,instructions_per_byte,68.56259438
aead,zen4,64,openssl-evp-seal,tsc_ticks_per_byte,22.31982250
aead,zen4,64,openssl-evp-open,core_cycles_per_byte,28.69017969
aead,zen4,64,openssl-evp-open,instructions_per_byte,69.81260906
aead,zen4,64,openssl-evp-open,tsc_ticks_per_byte,22.29638125
aead,zen4,64,ahead-fused-seal,core_cycles_per_byte,9.44865531
aead,zen4,64,ahead-fused-seal,instructions_per_byte,16.84379937
aead,zen4,64,ahead-fused-seal,tsc_ticks_per_byte,8.07193625
aead,zen4,64,ahead-fused-open,core_cycles_per_byte,9.59194313
aead,zen4,64,ahead-fused-open,instructions_per_byte,16.65629562
aead,zen4,64,ahead-fused-open,tsc_ticks_per_byte,7.38071625
aead,zen4,64,intel-direct-seal,core_cycles_per_byte,13.95641250
aead,zen4,64,intel-direct-seal,instructions_per_byte,22.84380219
aead,zen4,64,intel-direct-seal,tsc_ticks_per_byte,10.72520313
aead,zen4,64,intel-direct-open,core_cycles_per_byte,13.67935219
aead,zen4,64,intel-direct-open,instructions_per_byte,23.28130250
aead,zen4,64,intel-direct-open,tsc_ticks_per_byte,10.91445500
aead,zen4,128,intel-one-shot-seal,core_cycles_per_byte,5.48462984
aead,zen4,128,intel-one-shot-seal,instructions_per_byte,9.03126969
aead,zen4,128,intel-one-shot-seal,tsc_ticks_per_byte,4.18665000
aead,zen4,128,intel-one-shot-open,core_cycles_per_byte,5.40991656
aead,zen4,128,intel-one-shot-open,instructions_per_byte,9.20314813
aead,zen4,128,intel-one-shot-open,tsc_ticks_per_byte,4.16284656
aead,zen4,128,boringssl-stitched-seal,core_cycles_per_byte,5.43337406
aead,zen4,128,boringssl-stitched-seal,instructions_per_byte,11.12502594
aead,zen4,128,boringssl-stitched-seal,tsc_ticks_per_byte,4.25669469
aead,zen4,128,boringssl-stitched-open,core_cycles_per_byte,5.44579516
aead,zen4,128,boringssl-stitched-open,instructions_per_byte,11.17971375
aead,zen4,128,boringssl-stitched-open,tsc_ticks_per_byte,4.23585406
aead,zen4,128,openssl-evp-seal,core_cycles_per_byte,14.62296125
aead,zen4,128,openssl-evp-seal,instructions_per_byte,35.03911078
aead,zen4,128,openssl-evp-seal,tsc_ticks_per_byte,11.31075344
aead,zen4,128,openssl-evp-open,core_cycles_per_byte,14.87057797
aead,zen4,128,openssl-evp-open,instructions_per_byte,35.66410625
aead,zen4,128,openssl-evp-open,tsc_ticks_per_byte,11.44523781
aead,zen4,128,ahead-fused-seal,core_cycles_per_byte,5.46618172
aead,zen4,128,ahead-fused-seal,instructions_per_byte,10.00783234
aead,zen4,128,ahead-fused-seal,tsc_ticks_per_byte,4.20173719
aead,zen4,128,ahead-fused-open,core_cycles_per_byte,5.63983125
aead,zen4,128,ahead-fused-open,instructions_per_byte,9.91408281
aead,zen4,128,ahead-fused-open,tsc_ticks_per_byte,4.29575750
aead,zen4,128,intel-direct-seal,core_cycles_per_byte,7.29600281
aead,zen4,128,intel-direct-seal,instructions_per_byte,12.81252016
aead,zen4,128,intel-direct-seal,tsc_ticks_per_byte,5.55685281
aead,zen4,128,intel-direct-open,core_cycles_per_byte,7.33719766
aead,zen4,128,intel-direct-open,instructions_per_byte,13.03127594
aead,zen4,128,intel-direct-open,tsc_ticks_per_byte,5.59745937
aead,zen4,256,intel-one-shot-seal,core_cycles_per_byte,3.42869188
aead,zen4,256,intel-one-shot-seal,instructions_per_byte,5.92579719
aead,zen4,256,intel-one-shot-seal,tsc_ticks_per_byte,2.78875469
aead,zen4,256,intel-one-shot-open,core_cycles_per_byte,3.54959875
aead,zen4,256,intel-one-shot-open,instructions_per_byte,6.03516937
aead,zen4,256,intel-one-shot-open,tsc_ticks_per_byte,3.24265578
aead,zen4,256,boringssl-stitched-seal,core_cycles_per_byte,3.47178555
aead,zen4,256,boringssl-stitched-seal,instructions_per_byte,8.62110578
aead,zen4,256,boringssl-stitched-seal,tsc_ticks_per_byte,2.65635734
aead,zen4,256,boringssl-stitched-open,core_cycles_per_byte,3.45079570
aead,zen4,256,boringssl-stitched-open,instructions_per_byte,8.64844883
aead,zen4,256,boringssl-stitched-open,tsc_ticks_per_byte,2.64348187
aead,zen4,256,openssl-evp-seal,core_cycles_per_byte,7.51737273
aead,zen4,256,openssl-evp-seal,instructions_per_byte,17.89845750
aead,zen4,256,openssl-evp-seal,tsc_ticks_per_byte,5.74189500
aead,zen4,256,openssl-evp-open,core_cycles_per_byte,7.70711945
aead,zen4,256,openssl-evp-open,instructions_per_byte,18.21095430
aead,zen4,256,openssl-evp-open,tsc_ticks_per_byte,5.86423719
aead,zen4,256,ahead-fused-seal,core_cycles_per_byte,3.23718961
aead,zen4,256,ahead-fused-seal,instructions_per_byte,8.16017625
aead,zen4,256,ahead-fused-seal,tsc_ticks_per_byte,3.20430547
aead,zen4,256,ahead-fused-open,core_cycles_per_byte,3.28683719
aead,zen4,256,ahead-fused-open,instructions_per_byte,8.11329180
aead,zen4,256,ahead-fused-open,tsc_ticks_per_byte,2.60787766
aead,zen4,256,intel-direct-seal,core_cycles_per_byte,3.87698461
aead,zen4,256,intel-direct-seal,instructions_per_byte,6.55079461
aead,zen4,256,intel-direct-seal,tsc_ticks_per_byte,3.59904234
aead,zen4,256,intel-direct-open,core_cycles_per_byte,3.96854070
aead,zen4,256,intel-direct-open,instructions_per_byte,6.66017266
aead,zen4,256,intel-direct-open,tsc_ticks_per_byte,3.52851078
aead,zen4,512,intel-one-shot-seal,core_cycles_per_byte,2.22580242
aead,zen4,512,intel-one-shot-seal,instructions_per_byte,4.15039914
aead,zen4,512,intel-one-shot-seal,tsc_ticks_per_byte,2.07561492
aead,zen4,512,intel-one-shot-open,core_cycles_per_byte,2.27189496
aead,zen4,512,intel-one-shot-open,instructions_per_byte,4.23438461
aead,zen4,512,intel-one-shot-open,tsc_ticks_per_byte,1.93317578
aead,zen4,512,boringssl-stitched-seal,core_cycles_per_byte,2.58548328
aead,zen4,512,boringssl-stitched-seal,instructions_per_byte,6.91211926
aead,zen4,512,boringssl-stitched-seal,tsc_ticks_per_byte,2.02799172
aead,zen4,512,boringssl-stitched-open,core_cycles_per_byte,2.56805016
aead,zen4,512,boringssl-stitched-open,instructions_per_byte,7.07032250
aead,zen4,512,boringssl-stitched-open,tsc_ticks_per_byte,1.98802937
aead,zen4,512,openssl-evp-seal,core_cycles_per_byte,4.69058543
